replicate,rho_raw,rho_bias_corrected
3301,2.204705,1.418382
3302,1.614047,0.907465
3303,2.137139,1.579089
3304,1.660902,1.520291
3305,2.462482,1.464514
3306,1.862126,2.439271
3307,1.90304,1.365767
3308,1.962022,1.518694
3309,2.182048,2.950577
3310,2.06605,1.59999
3311,2.425198,2.759338
3312,1.956095,1.458539
3313,1.825769,1.580494
3314,1.773243,1.211125
3315,2.491545,0.662354
3316,2.451235,3.146541
3317,2.097823,1.773196
3318,2.306491,1.366003
3319,2.406362,2.115015
3320,1.977698,1.43583
3321,2.875412,2.645324
3322,1.932031,2.197414
3323,1.855609,1.389902
3324,2.186783,5.143024
3325,2.061438,1.656128
3326,1.996889,2.068685
3327,2.361389,2.30442
3328,2.96006,1.541854
3329,1.860802,1.535315
3330,1.908849,1.271374
3331,2.214091,0.950535
3332,2.117957,3.105022
3333,2.2134,1.486049
3334,2.652506,2.448756
3335,2.468094,2.730609
3336,1.872211,1.463482
3337,2.10026,1.358546
3338,1.710906,0.581334
3339,2.134552,1.500582
3340,1.962762,1.699477
3341,2.057877,1.927202
3342,1.917277,1.789838
3343,1.589586,1.214373
3344,2.15637,0.66764
3345,2.00917,2.494694
3346,1.919334,1.515353
3347,2.050355,1.994767
3348,2.229355,2.621936
3349,1.733153,0.790028
3350,1.895925,1.159167
3351,1.853103,1.848233
3352,2.675801,2.473781
3353,1.995987,1.312988
3354,1.84243,1.73904
3355,2.461838,1.870906
3356,2.03168,1.186386
3357,2.256403,3.010046
3358,1.954951,1.438146
3359,1.915133,0.711798
3360,1.993437,1.125404
3361,2.022554,1.350959
3362,2.207207,1.993793
3363,1.761287,0.811992
3364,1.990407,0.244865
3365,1.874297,1.199383
3366,1.745203,0.817975
3367,1.901154,1.013596
3368,1.735052,1.810862
3369,1.85707,1.419556
3370,2.15561,3.090481
3371,1.722582,1.678835
3372,2.247604,5.959453
3373,2.458835,4.298868
3374,1.942258,2.677907
3375,2.282621,1.361494
3376,1.997287,2.008919
3377,1.794087,1.830845
3378,2.344693,2.218261
3379,2.326851,1.802779
3380,2.24366,2.259261
3381,2.058135,2.128192
3382,1.70373,0.985348
3383,2.284101,0.975015
3384,2.123932,1.76536
3385,2.587967,3.480369
3386,2.37321,1.364875
3387,2.45983,1.212247
3388,2.070504,2.053774
3389,2.346905,2.361301
3390,1.778312,2.241045
3391,1.938904,1.359246
3392,1.998896,2.055711
3393,2.122388,0.886311
3394,1.903212,1.446279
3395,2.368506,0.861099
3396,1.95885,1.138959
3397,2.267586,2.697963
3398,2.37031,0.956765
3399,2.212187,3.299377
3400,1.963765,1.89449
3401,2.981657,2.301765
3402,2.139451,3.675015
3403,2.092278,0.770271
3404,2.12432,1.191819
3405,1.900469,1.897651
3406,1.987201,1.919298
3407,1.876234,4.063371
3408,2.02252,1.385518
3409,2.540095,1.417878
3410,1.633582,1.002044
3411,2.213702,1.852411
3412,1.92582,1.75817
3413,1.831038,0.767693
3414,1.985068,1.276312
3415,2.924616,3.887372
3416,2.139369,2.01779
3417,1.840293,0.884907
3418,1.97209,3.074651
3419,1.978932,1.822777
3420,1.595202,0.886236
3421,1.818684,1.159987
3422,2.39246,2.899628
3423,2.244446,1.862265
3424,2.026363,1.595001
3425,2.307753,2.603908
3426,2.338041,2.819631
3427,1.875099,1.251375
3428,2.238755,1.183147
3429,1.834107,1.675062
3430,2.151208,2.248119
3431,2.211451,1.713305
3432,2.059173,1.685363
3433,1.951001,2.041755
3434,2.679746,2.439322
3435,2.009058,1.697715
3436,2.135056,2.369168
3437,2.347379,4.736599
3438,2.089336,0.990389
3439,1.849158,1.204907
3440,3.084332,2.172718
3441,1.890905,1.757981
3442,2.108193,1.788771
3443,2.254728,2.622672
3444,2.040499,2.209057
3445,2.108008,1.264122
3446,1.885587,0.988826
3447,2.393001,1.928922
3448,2.212635,3.094229
3449,1.830356,0.946015
3450,2.139184,2.680542
3451,2.015204,0.864978
3452,1.970415,0.929635
3453,2.065857,1.401653
3454,2.265863,2.374077
3455,2.023208,1.418839
3456,2.319285,2.787035
3457,2.271439,1.599302
3458,2.025441,1.982831
3459,1.690971,1.631546
3460,2.055982,1.281785
3461,2.249715,1.184349
3462,2.731001,1.261436
3463,1.748625,0.910631
3464,2.016852,1.987389
3465,2.171381,2.102905
3466,2.036412,1.27972
3467,1.961254,1.578757
3468,1.678978,1.822573
3469,1.870601,1.183209
3470,1.739723,1.134202
3471,2.301386,1.776008
3472,1.986879,1.449577
3473,2.098899,3.646968
3474,2.627109,2.334762
3475,2.206701,1.615493
3476,1.673739,1.10648
3477,2.046208,2.120573
3478,2.21929,1.914697
3479,2.120581,2.026056
3480,1.960934,2.203262
3481,1.912067,1.605148
3482,2.178915,1.952625
3483,1.907281,0.951379
3484,2.357451,1.152006
3485,1.998203,1.035742
3486,2.342436,2.291774
3487,2.255006,0.509839
3488,2.583294,1.730657
3489,2.177553,0.563524
3490,2.066855,1.960931
3491,1.703087,2.399863
3492,2.677512,2.438907
3493,1.749247,1.268512
3494,1.813903,1.444989
3495,1.822356,1.116462
3496,2.393288,1.982098
3497,2.60699,1.852586
3498,1.765195,1.490098
3499,2.095374,1.913556
3500,2.438318,1.555966
3501,2.20668,1.160433
3502,1.967776,0.811198
3503,2.041488,2.360999
3504,2.294676,1.860113
3505,2.861715,2.227282
3506,1.974309,2.032456
3507,2.107155,1.959883
3508,2.45098,1.874992
3509,3.251291,2.49707
3510,1.980425,1.098837
3511,2.00292,1.157791
3512,1.721647,1.328364
3513,2.072456,1.886171
3514,1.997391,1.495918
3515,2.187305,0.949429
3516,1.817046,0.878403
3517,1.813489,1.106174
3518,2.316589,1.349012
3519,1.80824,1.490647
3520,1.995488,0.794077
3521,2.480828,0.894506
3522,2.032645,1.378659
3523,1.960282,1.466056
3524,2.382587,2.284686
3525,2.086789,1.826188
3526,2.155212,1.369679
3527,1.836038,1.067562
3528,2.120837,1.418818
3529,2.44442,3.428196
3530,2.103218,2.060769
3531,2.085273,2.444991
3532,1.749853,1.420999
3533,2.004363,1.74092
3534,2.502799,2.063739
3535,2.091384,1.962848
3536,2.112092,3.341027
3537,2.18178,1.054829
3538,2.454123,1.870994
3539,1.900585,0.911293
3540,2.081135,1.88534
3541,1.85462,1.341475
3542,2.838549,2.310877
3543,1.762258,1.438595
3544,2.07354,2.733684
3545,2.284008,2.463209
3546,2.447696,1.106229
3547,2.342113,1.033155
3548,1.945141,1.412204
3549,2.533153,1.866689
3550,2.156549,3.064995
3551,2.07232,1.627552
3552,1.958642,2.166986
3553,2.243607,2.489325
3554,1.993409,1.453296
3555,1.653097,1.433354
3556,1.645669,1.603661
3557,2.382689,2.344131
3558,2.181662,1.296755
3559,1.993222,1.851108
3560,2.105254,1.572855
3561,2.382877,0.698345
3562,2.15885,1.195385
3563,1.950907,1.033614
3564,2.101059,1.881049
3565,2.288959,2.048461
3566,2.291355,1.525845
3567,2.076636,1.138494
3568,2.096623,1.468733
3569,2.428597,3.4423
3570,2.051154,0.388341
3571,2.004705,2.141122
3572,1.992098,3.410681
3573,2.085103,1.075128
3574,2.241764,2.601335
3575,2.058566,2.091911
3576,1.87971,1.561892
3577,2.181025,2.118343
3578,2.700801,1.593093
3579,2.699396,0.92665
3580,1.880916,1.386143
3581,1.988167,1.439139
3582,1.935881,2.236126
3583,1.912126,1.486655
3584,2.233784,1.779809
3585,2.039658,1.66725
3586,2.283558,1.626205
3587,1.582288,1.576554
3588,2.198205,1.476218
3589,2.030449,1.348713
3590,2.051696,1.814506
3591,2.099424,1.005826
3592,1.907742,1.255798
3593,2.247302,2.539929
3594,2.271561,1.671294
3595,1.861843,1.299364
3596,1.995234,1.809822
3597,2.093043,1.720413
3598,2.547162,1.97066
3599,2.31762,0.824257
3600,2.143054,2.398488
3601,1.987778,1.266601
3602,2.517202,1.826577
3603,2.292057,1.713477
3604,1.710984,1.155076
3605,2.008378,0.693077
3606,3.134541,2.544363
3607,1.885325,2.407712
3608,2.266211,2.083974
3609,2.093526,3.470059
3610,2.048004,3.026714
3611,2.073254,1.496333
3612,1.681349,1.55398
3613,2.055064,1.235474
3614,2.485714,2.46341
3615,1.785895,1.796846
3616,2.160997,1.829541
3617,2.571976,1.147662
3618,2.196285,1.435649
3619,2.56448,1.106252
3620,1.922942,1.485677
3621,1.599953,1.236124
3622,2.008681,1.713408
3623,2.062606,1.342428
3624,1.688746,1.403877
3625,2.229074,1.367728
3626,1.814799,1.692301
3627,2.027326,1.588529
3628,2.225709,1.330651
3629,1.488146,0.634771
3630,1.844882,1.302205
3631,2.219177,1.138334
3632,1.762844,2.186259
3633,2.110838,4.428494
3634,1.995747,0.842743
3635,1.856553,1.730275
3636,2.352417,2.002065
3637,1.885392,0.920547
3638,1.895674,2.326821
3639,2.800653,3.191351
3640,1.878498,0.932732
3641,2.128036,1.582261
3642,2.349269,2.034857
3643,2.123531,2.820511
3644,1.809597,1.021909
3645,2.059728,1.085578
3646,1.782211,1.483753
3647,2.4778,1.344194
3648,2.11508,1.296378
3649,2.336936,1.799554
3650,2.050898,1.324518
3651,1.747158,0.501948
3652,2.112414,2.685121
3653,2.059174,1.284452
3654,2.20554,1.710867
3655,2.576025,1.614324
3656,1.854217,2.345426
3657,2.283067,2.571256
3658,2.277178,1.400013
3659,1.730504,1.188963
3660,2.469205,3.447084
3661,2.326147,2.136474
3662,2.181296,1.77709
3663,2.072391,3.154018
3664,1.865725,0.90386
3665,2.084476,2.917687
3666,2.383501,1.396001
3667,1.845142,2.473905
3668,2.067581,2.597703
3669,1.936013,1.781931
3670,1.949304,1.747863
3671,1.750493,0.573024
3672,2.531736,3.012512
3673,1.702022,1.550773
3674,2.211601,1.406127
3675,1.993419,2.844319
3676,1.879395,1.525375
3677,2.276832,3.169093
3678,1.779672,2.039885
3679,1.794396,1.60135
3680,2.113497,1.856387
3681,2.615874,3.230626
3682,1.746966,1.647343
3683,1.999653,1.494519
3684,2.196583,1.837452
3685,1.861637,1.645368
3686,1.780042,1.376425
3687,2.157576,1.375854
3688,2.253748,1.285277
3689,1.706614,1.295106
3690,1.620911,0.946697
3691,2.109296,1.429284
3692,1.983313,2.356546
3693,1.991142,1.647597
3694,1.7375,0.519588
3695,2.042174,2.363809
3696,2.265517,1.800171
3697,2.404313,2.000542
3698,1.536983,1.192821
3699,2.744242,3.877165
3700,2.092814,2.15569
3701,1.913867,0.646971
3702,1.766004,1.574453
3703,2.127187,1.197396
3704,2.215695,1.569486
3705,2.736005,2.13441
3706,2.023524,1.198499
3707,2.638207,1.463588
3708,2.246797,1.340968
3709,2.386364,2.25023
3710,2.520761,2.255169
3711,2.290801,1.448133
3712,2.316806,1.785013
3713,2.355415,1.773952
3714,1.565544,4.650045
3715,2.139158,2.513014
3716,2.002814,2.192515
3717,2.52408,1.979883
3718,2.130138,1.531016
3719,2.04332,1.292877
3720,2.142728,1.663618
3721,2.865541,1.79341
3722,1.413226,1.584576
3723,1.848001,0.54283
3724,1.740241,2.480735
3725,2.883167,1.824564
3726,2.210837,1.627656
3727,1.637574,1.193834
3728,1.720257,0.928492
3729,2.541131,4.185855
3730,2.28726,0.81651
3731,2.2536,2.790269
3732,1.947802,4.183178
3733,2.018011,0.829025
3734,2.185456,2.796713
3735,2.167303,1.981596
3736,1.904529,1.464897
3737,1.937235,1.24773
3738,2.475818,2.481797
3739,1.901783,0.926791
3740,1.712846,1.667683
3741,1.917854,1.832666
3742,2.020375,0.739348
3743,2.178169,1.993352
3744,2.370092,1.101745
3745,2.088542,1.918953
3746,2.392324,1.258682
3747,1.661489,0.438447
3748,2.21785,1.522788
3749,2.075099,1.86562
3750,2.258444,1.26794
3751,1.678226,1.022049
3752,1.938271,2.25057
3753,2.177382,0.959921
3754,2.391084,1.503223
3755,2.017986,1.986309
3756,2.06653,1.290604
3757,2.093042,2.743443
3758,2.19892,0.824705
3759,2.449507,2.136247
3760,2.085838,3.120495
3761,2.535395,1.420425
3762,1.991237,1.733365
3763,2.064511,1.464959
3764,1.549209,2.00956
3765,2.186871,1.753508
3766,2.088223,0.864425
3767,2.213769,1.514574
3768,2.228243,1.623713
3769,2.312734,2.629116
3770,2.018889,1.386566
3771,2.240558,0.495763
3772,2.102129,1.671975
3773,1.523211,1.298827
3774,1.949397,1.823443
3775,1.908348,1.71299
3776,2.817011,3.893135
3777,2.413889,1.938095
3778,1.922307,1.860786
3779,2.003857,1.177561
3780,2.177279,1.927955
3781,2.055924,1.234756
3782,1.682851,1.007988
3783,2.081796,1.671551
3784,2.441999,0.922361
3785,1.96853,1.205662
3786,2.074029,1.126005
3787,1.882274,1.483774
3788,2.031764,0.944569
3789,2.020841,1.633101
3790,2.092493,1.738089
3791,1.579362,0.789937
3792,2.345829,2.854574
3793,2.173124,1.073801
3794,1.970867,1.189174
3795,1.770966,1.096425
3796,2.146573,2.563222
3797,1.987147,0.925975
3798,1.967468,1.16326
3799,2.290639,1.878842
3800,1.996698,1.117977
3801,2.035845,4.317855
3802,1.877674,1.301219
3803,1.95225,0.403496
3804,1.929109,1.64016
3805,1.894648,1.110934
3806,2.302886,1.915552
3807,2.376398,1.305513
3808,1.967492,0.790483
3809,2.340871,1.289966
3810,1.845659,3.351891
3811,2.004135,1.785346
3812,1.947424,1.08853
3813,1.695521,0.874603
3814,1.669018,1.264989
3815,1.647847,0.979734
3816,1.86769,0.690146
3817,1.902469,1.535341
3818,2.065353,1.172646
3819,2.11529,2.822392
3820,2.36183,1.905093
3821,1.86197,0.904563
3822,2.056193,1.228997
3823,2.379201,2.005019
3824,1.706506,1.868974
3825,1.696867,2.082552
3826,2.013666,2.184437
3827,1.463588,0.913694
3828,2.234627,2.060945
3829,2.039572,1.021761
3830,2.251206,2.827702
3831,2.167252,2.151871
3832,1.927481,2.298876
3833,1.702111,0.507406
3834,2.133467,1.817852
3835,1.555191,2.10338
3836,2.050771,1.172041
3837,2.154847,2.226423
3838,2.028371,1.082889
3839,2.358812,1.669793
3840,1.607551,1.451214
3841,2.15018,0.576541
3842,2.312633,2.799399
3843,2.300131,1.502662
3844,2.266392,2.930716
3845,1.632691,0.807304
3846,2.598885,2.014558
3847,1.895139,1.028149
3848,1.670329,1.514463
3849,2.040557,2.207293
3850,2.227048,1.176816
3851,2.346536,0.94061
3852,2.413443,0.886053
3853,1.853138,1.491097
3854,2.032593,2.64725
3855,2.392281,2.549566
3856,2.78161,2.156479
3857,1.775819,1.560615
3858,1.933191,2.073968
3859,2.016356,1.731662
3860,2.053349,2.349495
3861,1.913779,2.117618
3862,2.547763,1.171132
3863,2.099154,2.275892
3864,2.520618,3.150179
3865,2.02813,1.285742
3866,2.495977,2.449067
3867,1.740512,1.065012
3868,1.938046,1.593939
3869,1.624094,1.225208
3870,1.78889,2.188146
3871,1.50345,1.089686
3872,1.80489,0.881246
3873,2.056973,1.768535
3874,2.140286,1.765986
3875,3.153979,2.620252
3876,2.042353,1.977229
3877,2.310941,1.373675
3878,1.988923,1.954679
3879,1.95758,1.285994
3880,2.245557,1.975147
3881,2.094823,2.921152
3882,2.096785,2.145327
3883,2.12139,2.708498
3884,2.695908,1.603285
3885,2.016355,0.803127
3886,1.946714,1.176162
3887,2.082697,0.808183
3888,2.324433,2.416074
3889,1.92716,1.678795
3890,1.694611,0.979312
3891,1.911975,1.346951
3892,1.648669,1.870605
3893,1.821475,0.742863
3894,1.739377,1.881969
3895,2.272793,1.380251
3896,2.515992,2.191665
3897,2.187528,1.895997
3898,1.80201,1.286859
3899,2.135843,1.278024
3900,2.295643,1.35398
3901,1.870046,1.262112
3902,2.219598,1.391414
3903,1.828221,1.57183
3904,2.154514,1.774516
3905,2.045698,0.987244
3906,1.969763,0.547817
3907,1.765324,1.700913
3908,1.78556,1.52424
3909,2.205767,2.138897
3910,2.000524,0.57482
3911,2.230626,2.862605
3912,2.014611,2.089209
3913,2.019694,0.523203
3914,1.956075,2.121401
3915,1.737125,0.711842
3916,1.969441,1.713732
3917,1.56271,1.045545
3918,2.247373,1.227481
3919,2.391234,1.534788
3920,2.042018,1.717276
3921,2.427895,2.904047
3922,2.281281,2.051807
3923,1.988915,0.562826
3924,2.15485,1.790216
3925,1.90204,1.474407
3926,2.514886,3.413684
3927,1.921651,1.351632
3928,1.688461,1.535437
3929,2.223896,2.731355
3930,2.228388,1.497505
3931,2.160427,2.71453
3932,1.719003,1.207205
3933,2.519651,3.714763
3934,2.063978,1.018828
3935,2.099399,1.44641
3936,2.421264,1.970979
3937,1.742169,1.48632
3938,1.826876,1.899824
3939,2.079676,1.58722
3940,1.895031,1.26762
3941,2.306736,1.492693
3942,1.99924,0.973799
3943,2.044642,1.606632
3944,1.909416,1.993657
3945,2.103418,2.073383
3946,2.428686,1.894487
3947,2.655387,2.076027
3948,1.850403,1.028667
3949,1.906631,0.567074
3950,1.795396,1.851755
3951,2.239322,0.959624
3952,2.472346,1.956709
3953,2.153448,1.250895
3954,1.803732,0.732476
3955,2.060794,1.860604
3956,1.897287,1.322489
3957,2.333075,1.994277
3958,2.147567,1.6522
3959,1.849643,1.255766
3960,2.838713,2.161726
3961,2.015946,2.665136
3962,2.119408,1.682198
3963,1.980153,1.763792
3964,1.830706,1.900297
3965,2.175771,1.12673
3966,2.04844,1.700799
3967,2.494457,2.745137
3968,1.798769,1.784503
3969,2.04791,1.966616
3970,1.98694,1.597103
3971,2.079189,2.460169
3972,1.963385,2.319229
3973,2.130933,1.430921
3974,2.247297,2.748936
3975,2.181446,1.373779
3976,1.920278,0.952636
3977,1.926141,1.249775
3978,1.896086,0.945752
3979,1.949692,1.632894
3980,2.057102,1.795525
3981,1.908152,1.145689
3982,2.456164,1.975638
3983,1.952641,1.6611
3984,2.189722,0.840889
3985,1.880536,0.922572
3986,2.152256,1.483325
3987,2.078258,0.863689
3988,1.783596,1.847253
3989,2.155085,1.417158
3990,2.719455,1.330616
3991,2.073081,1.230635
3992,2.180814,1.240081
3993,2.137195,1.772095
3994,2.143374,2.241928
3995,1.812394,1.595506
3996,2.52552,1.864849
3997,2.028086,1.963296
3998,2.048064,2.690325
3999,1.80788,1.57094
4000,1.847091,1.229898
4001,1.897892,2.283685
4002,2.411728,1.736122
4003,2.046483,2.709527
4004,2.513639,1.914316
4005,2.499158,2.220009
4006,1.840878,1.531633
4007,2.196637,1.910579
4008,2.208097,2.312654
4009,2.237876,1.683155
4010,1.811909,1.888984
4011,2.266067,1.532568
4012,1.9375,1.602844
4013,2.269493,2.73398
4014,2.441041,1.28289
4015,1.904611,2.011973
4016,1.802247,1.694523
4017,2.313413,1.598469
4018,2.439557,2.072722
4019,2.256606,1.195289
4020,1.959313,1.293528
4021,2.145933,2.695182
4022,1.821868,1.65867
4023,2.135482,1.036056
4024,2.305431,2.847125
4025,2.428953,0.8284
4026,2.197317,1.053536
4027,2.325174,3.142579
4028,2.466765,1.400699
4029,1.980414,1.876153
4030,1.486561,0.795499
4031,2.320445,1.323707
4032,1.844206,1.645815
4033,2.257279,1.779466
4034,1.848714,1.833767
4035,2.241396,1.906467
4036,1.977829,2.382293
4037,1.988992,1.817093
4038,1.919972,1.421168
4039,2.044057,0.545592
4040,2.407559,2.328919
4041,2.468212,1.478912
4042,1.531053,1.802073
4043,2.600083,1.189174
4044,1.978235,2.535292
4045,1.948569,0.707219
4046,1.980819,1.410488
4047,2.22218,1.823864
4048,2.101367,1.153488
4049,2.243165,1.995409
4050,2.944575,1.48743
4051,2.248038,2.098454
4052,2.082394,1.351485
4053,2.33438,2.382312
4054,2.488474,0.964016
4055,1.841255,3.329356
4056,2.009746,1.525857
4057,2.12307,2.528728
4058,1.966332,0.890129
4059,1.837797,2.248155
4060,1.789192,1.230751
4061,2.155057,1.408017
4062,2.569363,1.578799
4063,2.002706,1.080411
4064,1.870471,2.744595
4065,2.02695,1.107582
4066,2.312279,1.135682
4067,1.757654,2.605404
4068,2.647603,2.035118
4069,2.133841,0.648887
4070,2.149463,1.368705
4071,2.105644,1.47342
4072,2.13237,1.237088
4073,2.324229,1.969192
4074,1.979509,2.132044
4075,2.399698,1.625471
4076,2.565139,3.133854
4077,2.254314,3.234417
4078,2.022447,2.422739
4079,1.820629,1.744931
4080,2.105791,2.413643
4081,2.190212,1.986089
4082,1.99952,2.03075
4083,2.442823,1.85738
4084,2.109603,1.31623
4085,2.284308,2.243246
4086,2.720523,1.718531
4087,2.156055,1.655019
4088,1.865248,1.623142
4089,1.89258,1.71211
4090,2.407688,3.696862
4091,2.054479,1.502042
4092,2.132279,2.394576
4093,2.051227,2.57779
4094,2.191892,1.252247
4095,2.153555,2.688184
4096,2.024273,1.731902
4097,2.65555,1.863004
4098,1.780107,1.801967
4099,2.602049,1.797051
4100,1.827153,0.986377
4101,2.295113,1.423173
4102,1.883268,0.980311
4103,2.201461,1.440952
4104,2.417418,1.927368
4105,2.107036,2.978358
4106,2.243814,1.501357
4107,2.149056,1.07994
4108,2.132652,1.318917
4109,2.060669,0.727153
4110,2.551706,2.672976
4111,2.179175,1.433915
4112,2.164773,2.315207
4113,2.587124,3.068238
4114,1.992898,1.913913
4115,2.003352,1.56301
4116,1.950205,1.964193
4117,2.326723,1.194437
4118,2.351339,2.103079
4119,2.00087,0.817354
4120,1.953126,1.943853
4121,1.903951,1.874077
4122,2.33557,1.762176
4123,2.110105,1.703157
4124,2.294831,1.459805
4125,1.518316,1.35421
4126,2.184778,1.44459
4127,1.888583,0.584974
4128,2.097706,1.623378
4129,2.114307,0.662902
4130,1.795306,0.439975
4131,1.655613,1.07212
4132,2.274685,2.469848
4133,2.105105,1.567394
4134,1.923189,2.000249
4135,1.836583,1.147605
4136,1.679222,1.266879
4137,1.764936,0.697797
4138,2.102672,0.92303
4139,2.297164,2.041274
4140,3.231932,1.394697
4141,2.77599,3.240772
4142,1.773252,0.751527
4143,2.303678,2.918098
4144,2.068351,1.77339
4145,2.159628,1.851828
4146,2.187411,0.986627
4147,1.924742,1.766319
4148,2.039635,3.073995
4149,2.055139,2.682187
4150,2.183837,2.88347
4151,1.934504,4.026415
4152,2.221475,2.085063
4153,2.295001,1.843234
4154,1.907626,1.598988
4155,1.885119,1.323994
4156,2.622363,2.319755
4157,2.212374,1.115478
4158,1.924492,2.150293
4159,1.909226,1.496893
4160,2.23665,2.759434
4161,2.132297,2.866786
4162,2.301243,2.586554
4163,2.070327,2.306542
4164,1.939638,1.318438
4165,2.010088,3.280742
4166,1.835316,0.831907
4167,2.147595,0.945965
4168,1.85416,1.282707
4169,1.747785,1.442777
4170,2.321047,1.326405
4171,2.049442,1.497456
4172,2.101678,1.44485
4173,2.26,2.222227
4174,1.971377,2.023975
4175,1.918163,0.840036
4176,1.85531,1.60517
4177,1.944583,1.20227
4178,2.080794,1.283668
4179,2.12995,1.40174
4180,2.75176,2.744689
4181,2.589447,2.649568
4182,2.252288,0.787242
4183,2.00463,1.744659
4184,2.082412,2.818085
4185,2.312777,0.947875
4186,2.089356,1.906364
4187,2.057736,1.58655
4188,1.844334,1.414437
4189,1.90179,1.90748
4190,1.904762,0.818197
4191,2.448638,1.7898
4192,2.511312,1.942285
4193,2.085598,1.540904
4194,2.099826,3.055079
4195,2.667988,1.32574
4196,1.920171,1.1596
4197,2.115243,2.921296
4198,2.032658,2.996713
4199,2.135538,1.556562
4200,2.196682,1.355464
4201,1.855398,1.417523
4202,1.95628,1.38596
4203,2.085578,1.507717
4204,1.881192,2.270535
4205,2.013945,2.025377
4206,2.346665,2.00136
4207,2.152091,0.993341
4208,3.342394,3.913147
4209,2.320227,2.161844
4210,2.018346,1.194409
4211,1.820955,0.927789
4212,2.183176,1.599162
4213,2.425374,2.460468
4214,1.968577,1.648875
4215,1.833836,0.918304
4216,1.981177,1.393711
4217,2.437574,3.085932
4218,2.052477,0.9068
4219,1.80792,1.068875
4220,1.98579,1.919556
4221,2.077242,2.086781
4222,2.409637,1.873398
4223,1.813752,1.078871
4224,1.963079,2.002873
4225,1.923206,2.040688
4226,2.07246,1.769289
4227,2.064273,1.389836
4228,1.858059,1.514989
4229,2.708267,1.330295
4230,2.060327,1.23649
4231,2.461194,1.536708
4232,1.953911,1.691399
4233,1.788813,1.554442
4234,2.060835,1.972809
4235,1.982244,1.658654
4236,2.579963,1.139356
4237,2.39392,3.026748
4238,2.04514,2.965955
4239,1.683972,1.89103
4240,2.450907,2.662685
4241,2.275084,1.501165
4242,2.101338,2.231008
4243,2.151874,1.282942
4244,2.243208,1.749321
4245,1.885097,0.588433
4246,2.005278,3.680285
4247,1.768455,1.300139
4248,1.87965,1.055765
4249,2.255291,1.612363
4250,1.83574,0.895564
4251,2.347005,2.390983
4252,1.947646,0.811036
4253,2.324413,2.020031
4254,2.00844,1.989873
4255,2.182061,3.41894
4256,2.684847,2.794929
4257,1.809295,1.066015
4258,2.085488,1.058585
4259,2.241509,2.692247
4260,2.078604,0.578994
4261,1.989116,2.421754
4262,1.778581,1.639698
4263,2.04973,1.22621
4264,2.03583,1.46268
4265,2.04135,1.645563
4266,1.929102,2.06826
4267,2.546429,4.38357
4268,2.304315,1.528344
4269,1.898314,1.378802
4270,1.890201,1.113221
4271,2.329642,1.228242
4272,2.068903,1.400272
4273,1.885281,1.840485
4274,2.168894,1.889851
4275,2.119817,2.202489
4276,2.116379,1.946874
4277,1.885596,0.879022
4278,1.919468,1.487951
4279,2.035222,2.21847
4280,2.030777,1.017661
4281,1.896424,1.074294
4282,2.300471,2.611432
4283,2.491398,3.099947
4284,1.900739,0.786704
4285,2.136642,1.213973
4286,2.152083,2.061591
4287,2.237699,1.646949
4288,1.820339,1.836657
4289,2.052852,1.38443
4290,2.123768,1.368935
4291,2.068456,2.07027
4292,2.157043,1.586052
4293,1.745889,0.896709
4294,2.194853,1.242692
4295,1.881244,1.037881
4296,2.20973,1.276303
4297,2.228461,1.772057
4298,2.054899,2.154952
4299,1.836375,0.953967
4300,1.746596,1.03853
4301,2.576534,1.579513
4302,2.389231,2.240886
4303,2.236748,1.901605
4304,2.376068,2.808305
4305,2.007372,1.40563
4306,2.108246,1.195419
4307,2.5446,3.454554
4308,2.227381,1.780741
4309,1.56404,2.699392
4310,2.065747,1.656574
4311,1.776598,1.017549
4312,2.203004,1.795222
4313,2.387592,1.853584
4314,2.102808,3.055094
4315,1.826022,1.727974
4316,1.840833,1.442754
4317,2.752135,2.142188
4318,2.115922,1.85099
4319,2.338034,0.656225
4320,2.130961,1.925399
4321,1.800254,1.013054
4322,1.502254,1.033334
4323,2.954612,3.136762
4324,1.852103,1.755941
4325,1.814551,1.847436
4326,2.326901,1.988779
4327,2.612236,1.481202
4328,2.003836,1.165573
4329,2.458524,1.889493
4330,1.911078,2.173859
4331,2.129542,0.89884
4332,2.180711,1.496196
4333,2.335581,1.194953
4334,2.083082,1.922251
4335,2.042928,2.157917
4336,1.660828,0.646315
4337,1.609496,1.302459
4338,1.950327,1.429315
4339,2.293046,2.21634
4340,1.974631,5.19478
4341,1.854761,1.343245
4342,1.933848,1.214812
4343,2.221275,0.854574
4344,2.70333,2.516921
4345,1.928565,1.671503
4346,1.994653,1.334196
4347,2.230314,1.792113
4348,2.146473,2.465101
4349,2.036691,1.255649
4350,1.947007,1.670393
4351,2.073653,2.291973
4352,1.740488,0.975223
4353,1.949041,2.085105
4354,1.913624,1.194814
4355,2.136502,1.44502
4356,2.221225,1.632317
4357,2.069785,1.667632
4358,2.017698,1.764238
4359,1.929894,1.202512
4360,1.374827,1.103808
4361,1.702112,1.201864
4362,1.678977,1.432124
4363,2.231273,3.629776
4364,1.933315,0.8795
4365,1.871955,2.136681
4366,1.720912,1.591645
4367,2.042476,2.649442
4368,2.163661,1.560529
4369,2.45622,3.097763
4370,1.993873,1.478397
4371,1.827125,2.312648
4372,1.936463,1.284276
4373,1.603887,1.567141
4374,2.603175,1.321766
4375,1.832983,1.683684
