Date,Russia_Total,Ukraine_Total,Russia_Destroyed,Ukraine_Destroyed,Russia_Damaged,Ukraine_Damaged,Russia_Abandoned,Ukraine_Abandoned,Russia_Captured,Ukraine_Captured,Russia_Tanks,Ukraine_Tanks,Russia_AFV,Ukraine_AFV,Russia_IFV,Ukraine_IFV,Russia_APC,Ukraine_APC,Russia_Artillery,Ukraine_Artillery,Russia_Aircraft,Ukraine_Aircraft,Russia_Vehicles,Ukraine_Vehicles,Russia_Antiair,Ukraine_Antiair,Russia_Engineering,Ukraine_Engineering,Russia_Logistics,Ukraine_Logistics,month
2023-09-03,6,1,4,1,2,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2023-09
2023-09-04,20,18,18,16,0,1,1,0,1,1,3,6,2,0,8,3,2,5,1,0,1,0,2,0,0,0,0,0,0,0,2023-09
2023-09-05,37,16,33,13,1,2,0,0,3,1,4,2,3,1,17,4,1,2,3,0,0,0,2,4,0,0,0,0,1,0,2023-09
2023-09-06,11,4,9,4,1,0,0,0,1,0,0,2,2,0,3,0,0,1,1,1,0,0,5,0,0,0,0,0,0,0,2023-09
2023-09-07,39,12,35,8,2,4,2,0,0,0,9,2,3,0,16,2,0,1,0,1,0,1,10,4,0,0,1,0,2,0,2023-09
2023-09-08,3,1,2,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09
2023-09-09,7,6,5,3,2,0,0,3,0,0,1,0,0,0,0,2,0,1,2,1,0,0,1,0,4,1,0,1,0,1,2023-09
2023-09-10,24,10,20,7,0,0,2,2,2,1,3,1,3,0,7,4,2,1,0,1,0,0,7,0,0,1,0,1,0,2,2023-09
2023-09-11,17,0,15,2,0,0,2,0,0,0,5,0,2,0,4,0,0,1,2,0,0,0,2,1,0,0,1,0,1,0,2023-09
2023-09-12,20,20,18,14,1,4,0,0,1,2,1,0,3,6,3,3,0,0,3,0,0,0,5,5,1,0,0,1,0,1,2023-09
2023-09-13,20,5,14,4,4,0,2,0,0,1,2,1,0,0,7,0,0,1,4,0,1,0,2,2,0,1,1,0,1,0,2023-09
2023-09-14,2,3,3,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2023-09
2023-09-15,6,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2023-09
2023-09-16,6,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,2023-09
2023-09-17,5,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2023-09
2023-09-18,13,3,11,3,1,0,0,0,1,0,6,0,0,1,3,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2023-09
2023-09-19,14,2,13,2,0,0,1,0,0,0,8,0,1,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,2023-09
2023-09-20,22,13,18,10,0,0,3,0,1,3,0,4,0,0,11,3,0,0,4,1,1,0,2,2,2,0,1,1,1,1,2023-09
2023-09-21,17,10,13,9,2,1,0,1,2,0,0,0,0,0,3,1,1,0,5,5,0,0,5,1,0,1,0,0,0,0,2023-09
2023-09-22,-2,9,0,6,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2023-09
2023-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09
2023-09-24,51,11,42,8,8,0,1,3,0,0,3,3,4,0,16,4,2,0,9,0,1,0,11,1,1,0,0,2,0,2,2023-09
2023-09-25,9,5,8,4,0,0,0,0,1,1,2,0,1,0,1,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,2023-09
2023-09-26,9,5,9,5,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,3,1,0,0,0,1,0,1,0,2023-09
2023-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09
2023-09-28,-1,12,3,6,0,0,0,6,0,0,0,2,1,0,0,7,0,3,1,1,0,0,4,0,1,0,0,0,0,0,2023-09
2023-09-29,16,2,15,2,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,3,0,0,0,1,0,1,0,2023-09
2023-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09
2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-04,39,15,33,8,2,1,4,6,0,0,14,4,2,0,14,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-05,54,25,45,22,6,2,0,1,3,0,4,0,1,2,4,0,1,3,10,4,0,3,23,4,1,1,4,2,5,2,2023-10
2023-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-08,50,10,42,9,4,1,2,0,2,0,13,0,2,0,4,3,0,1,7,0,1,0,22,1,1,0,0,0,0,0,2023-10
2023-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-11,64,15,48,13,3,0,9,2,4,0,16,4,4,1,19,3,3,1,9,1,0,1,6,0,1,0,1,0,2,0,2023-10
2023-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-14,54,12,45,10,7,0,1,0,1,2,11,0,4,1,14,1,4,1,7,4,0,0,5,1,1,1,1,0,1,0,2023-10
2023-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-17,37,0,33,0,1,0,3,0,0,0,15,0,3,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-18,46,19,40,18,2,0,1,1,3,0,0,4,3,0,0,4,4,1,11,4,9,0,10,0,1,0,2,4,2,4,2023-10
2023-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-21,116,22,76,18,23,1,13,1,4,2,15,5,6,2,40,2,1,2,12,0,16,1,14,0,2,0,2,0,3,0,2023-10
2023-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-24,12,7,11,7,1,0,0,0,0,0,9,1,0,0,11,1,0,0,0,4,1,0,0,0,0,0,0,1,0,1,2023-10
2023-10-25,35,18,28,17,1,1,5,0,1,0,6,5,7,0,4,0,0,1,4,0,0,0,9,8,0,0,1,1,1,1,2023-10
2023-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-28,44,12,36,12,5,3,3,0,0,0,3,3,9,0,15,0,1,1,5,5,0,0,2,0,1,1,1,0,1,1,2023-10
2023-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10
2023-10-31,39,21,37,12,1,5,0,3,1,1,2,6,2,0,20,0,0,4,1,3,0,0,9,3,0,1,2,1,2,1,2023-10
2023-11-01,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-02,46,0,23,0,4,0,18,0,1,0,19,0,9,0,15,0,1,0,1,0,0,0,2,0,1,0,1,0,1,0,2023-11
2023-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-05,72,15,53,11,7,2,11,1,1,1,17,2,6,0,18,3,0,3,10,1,0,2,6,0,2,0,1,1,3,1,2023-11
2023-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-09,57,21,44,15,1,3,12,2,0,1,8,3,11,2,20,4,1,1,1,1,1,0,6,3,2,1,2,0,3,0,2023-11
2023-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023-11
2023-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-13,28,15,32,12,3,2,0,1,0,0,11,4,4,0,16,2,1,2,2,3,0,0,9,1,0,0,4,2,5,2,2023-11
2023-11-14,-22,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2023-11
2023-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-17,58,6,44,4,4,0,7,2,3,0,6,0,6,0,18,1,2,0,9,4,0,0,7,0,3,0,1,0,1,0,2023-11
2023-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-19,0,-1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-20,11,8,11,8,3,0,0,0,0,0,2,1,5,2,2,0,0,0,3,1,0,0,6,0,1,0,0,2,0,2,2023-11
2023-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-23,30,6,24,5,2,0,1,2,3,0,6,1,5,0,6,1,1,1,2,1,0,0,8,0,0,0,0,0,0,0,2023-11
2023-11-24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-27,54,31,39,23,4,5,10,3,1,0,26,2,6,0,10,1,1,5,1,5,0,0,6,1,0,1,2,1,2,1,2023-11
2023-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11
2023-11-30,33,10,27,7,10,1,0,2,0,0,6,2,0,0,4,1,1,0,2,1,0,0,2,0,6,1,2,0,4,0,2023-11
2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-03,16,15,13,10,4,3,0,1,0,1,3,2,1,0,5,1,2,3,1,2,0,0,1,0,0,1,0,0,0,0,2023-12
2023-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-06,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-07,66,13,48,9,3,2,15,2,0,0,14,1,6,0,24,1,4,1,6,2,1,0,5,3,1,0,1,0,1,0,2023-12
2023-12-08,-10,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-10,29,7,19,6,1,1,8,0,1,0,4,1,0,1,16,3,3,0,2,2,0,0,2,0,1,0,0,0,0,0,2023-12
2023-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-12,72,4,50,4,1,0,21,0,0,0,22,0,6,1,31,1,5,1,0,0,1,0,4,0,0,0,0,0,0,0,2023-12
2023-12-13,-9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023-12
2023-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-16,54,33,42,22,3,8,9,2,0,1,11,6,6,2,19,3,2,4,14,6,0,0,3,5,0,0,0,0,1,0,2023-12
2023-12-17,-5,-7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-18,56,0,47,0,1,0,8,0,0,0,18,0,0,2,19,0,0,0,1,0,1,0,10,0,0,0,1,0,2,0,2023-12
2023-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-21,-8,9,0,6,1,3,0,1,0,0,1,1,0,1,0,4,0,0,1,1,0,0,2,0,4,0,1,0,2,0,2023-12
2023-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-24,63,31,53,28,4,1,5,0,1,2,9,11,3,0,14,5,1,4,7,3,3,0,18,3,0,0,0,0,0,0,2023-12
2023-12-25,44,3,29,0,5,2,11,1,0,0,5,1,10,0,41,1,3,0,1,1,1,0,2,0,0,0,0,1,0,1,2023-12
2023-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-28,55,17,33,10,2,2,19,4,1,1,20,5,7,1,11,2,0,2,2,2,0,0,9,0,1,0,1,1,1,1,2023-12
2023-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-30,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12
2023-12-31,45,20,36,19,3,4,5,0,1,1,4,3,3,1,0,10,0,0,3,3,0,0,17,0,2,1,1,0,2,0,2023-12
2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-03,30,25,24,18,5,2,1,5,0,0,4,5,1,2,16,6,0,0,3,2,0,1,2,5,3,1,0,1,0,1,2024-01
2024-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-06,41,17,49,15,0,1,0,1,0,0,8,2,3,0,18,2,0,1,6,3,0,0,5,4,4,0,1,0,1,0,2024-01
2024-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-09,32,13,27,12,0,0,5,0,0,1,6,2,4,0,11,0,0,0,0,0,0,1,2,4,2,1,0,0,0,0,2024-01
2024-01-10,-44,-14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,2024-01
2024-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-13,56,23,44,18,2,2,7,3,3,0,6,4,12,1,17,4,2,2,3,0,0,1,14,4,0,1,3,0,3,0,2024-01
2024-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-16,39,11,19,8,5,2,15,0,0,1,11,2,8,1,7,2,3,1,2,0,2,0,3,0,0,2,0,0,0,0,2024-01
2024-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-20,69,32,44,27,3,3,21,0,1,2,10,0,7,0,25,5,2,2,4,4,1,0,10,13,4,2,0,1,0,1,2024-01
2024-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-22,64,36,45,27,2,9,0,0,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,36,64,36,2024-01
2024-01-23,66,12,37,9,2,2,24,1,3,0,28,2,0,0,23,0,0,0,1,4,0,0,8,3,1,0,1,0,2,0,2024-01
2024-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-26,34,3,28,3,2,1,4,0,0,0,5,1,15,2,8,2,0,0,4,0,1,0,3,1,1,0,0,0,0,0,2024-01
2024-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-29,44,9,29,5,0,3,15,1,0,0,12,0,7,1,19,0,1,1,0,5,0,0,2,2,2,0,1,0,1,0,2024-01
2024-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01
2024-02-01,72,8,54,8,2,0,16,0,0,0,23,0,16,0,16,2,0,1,2,2,0,0,10,0,0,0,0,0,1,0,2024-02
2024-02-02,-13,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-03,29,11,21,7,0,2,7,1,1,1,10,3,10,0,4,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,2024-02
2024-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-05,18,2,10,2,0,0,8,0,0,0,5,1,5,0,3,0,0,0,1,0,0,0,1,1,0,0,2,0,2,0,2024-02
2024-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-09,55,19,37,14,6,1,11,3,1,1,15,1,6,0,24,2,0,3,9,0,0,1,5,2,0,2,2,1,2,1,2024-02
2024-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-11,13,11,16,9,1,1,0,0,0,2,0,0,0,0,12,3,0,0,0,3,0,0,6,0,2,2,1,0,1,0,2024-02
2024-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-14,60,28,47,22,0,5,10,1,3,0,9,1,6,1,21,4,1,2,5,4,0,1,14,13,0,0,0,0,0,0,2024-02
2024-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-17,31,12,10,14,11,0,12,0,0,3,7,0,3,2,14,0,2,2,2,3,1,0,0,1,1,0,1,0,3,0,2024-02
2024-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-20,59,24,49,19,2,3,6,0,2,2,12,6,13,2,16,5,1,4,1,2,1,0,4,0,2,1,1,0,1,0,2024-02
2024-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2024-02
2024-02-22,25,19,27,12,2,1,0,2,0,4,0,0,5,1,18,9,1,2,4,0,0,0,0,6,3,0,0,1,1,1,2024-02
2024-02-23,8,1,4,1,0,0,4,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024-02
2024-02-26,57,22,48,14,3,2,5,2,1,4,5,1,6,0,22,3,1,4,4,3,0,0,12,2,0,3,1,1,1,1,2024-02
2024-02-27,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024-02
2024-02-28,21,31,14,18,1,4,2,2,4,7,6,0,0,0,17,3,1,3,1,3,0,0,8,0,0,2,1,7,1,7,2024-02
2024-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02
2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-02,50,14,47,7,2,3,3,2,0,2,10,1,7,1,19,2,5,1,3,2,0,0,0,3,0,0,1,0,1,0,2024-03
2024-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-04,61,24,49,18,2,0,10,2,0,4,17,4,11,0,24,2,1,4,2,4,0,0,6,3,0,0,0,1,0,1,2024-03
2024-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-07,32,15,32,7,0,3,0,2,1,3,12,3,6,1,8,0,1,1,4,5,0,0,0,2,0,2,0,0,0,0,2024-03
2024-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-09,62,14,46,8,2,4,13,0,1,2,10,0,8,0,25,2,1,1,0,2,0,1,10,2,0,3,0,0,0,0,2024-03
2024-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
